Estação;Data;P [mm];Filtro;Estação;Data;P [mm];Filtro;Estação;Data;P [mm];Filtro
1644033;2014;71;kappa > 0,50;2450058;2014;78,3;kappa > 0,50;2453010;2018;1555,4;Precipitação > 700 mm
1644033;2015;75,8;kappa > 0,50;2450058;2018;89;kappa > 0,50;2453037;2018;1999,8;Precipitação > 700 mm
1644033;2016;70;kappa > 0,50;;;;;2454012;2018;1555,4;Precipitação > 700 mm
1644033;2018;81,5;kappa > 0,50;;;;;2549103;2007;802,4;Precipitação > 700 mm
1644033;2019;55;kappa > 0,50;;;;;2551000;2016;1555,4;Precipitação > 700 mm
1644033;2021;75;kappa > 0,50;;;;;2552026;2018;1999,8;Precipitação > 700 mm
1743018;2000;69,5;kappa > 0,50;;;;;2552047;2018;1999,8;Precipitação > 700 mm
1743018;2001;99,7;kappa > 0,50;;;;;2553007;2018;1999,8;Precipitação > 700 mm
1743018;2002;102,3;kappa > 0,50;;;;;2553041;2018;1555,4;Precipitação > 700 mm
1743018;2003;74,6;kappa > 0,50;;;;;2554013;2018;1555,4;Precipitação > 700 mm
1743018;2005;98,1;kappa > 0,50;;;;;2554023;2018;999,9;Precipitação > 700 mm
1743018;2006;70,7;kappa > 0,50;;;;;2651013;2018;1999,8;Precipitação > 700 mm
1743018;2007;98,2;kappa > 0,50;;;;;2653024;2018;1999,8;Precipitação > 700 mm
1743018;2008;73;kappa > 0,50;;;;;2849002;2002;2300;Precipitação > 700 mm
1743018;2009;103;kappa > 0,50;;;;;8068000;1974;999,7;Precipitação > 700 mm
1743018;2010;43,7;kappa > 0,50;;;;;;;;
1743018;2011;69;kappa > 0,50;;;;;;;;
1743018;2013;100;kappa > 0,50;;;;;;;;
1743018;2014;89,4;kappa > 0,50;;;;;;;;
1743018;2015;119,4;kappa > 0,50;;;;;;;;
1743018;2016;54,9;kappa > 0,50;;;;;;;;
1743018;2017;66,9;kappa > 0,50;;;;;;;;
1743018;2018;103,1;kappa > 0,50;;;;;;;;
1743018;2021;100,9;kappa > 0,50;;;;;;;;
